"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat"
7;7;5;"Marcin Bartosz PORZUCEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Piła";"301901";"m. Piła";"członek partii politycznej: Prawo i Sprawiedliwość";"";12784;"4,30";"1,24";"Nie"
7;7;6;"Joanna Katarzyna SZCZECHOWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"przedstawiciel władzy samorządowej";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";1960;"0,66";"0,19";"Nie"
7;7;7;"Marek Jan SOWA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Leszno";"306301";"m. Leszno";"członek partii politycznej: Prawo i Sprawiedliwość";"";2293;"0,77";"0,22";"Nie"
7;7;8;"Katarzyna Aneta RZEPECKA-ANDRZEJAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Modła Księża";"301011";"gm. Stare Miasto";"członek partii politycznej: Prawo i Sprawiedliwość";"";1674;"0,56";"0,16";"Nie"
7;7;9;"Jolanta Renata HARASZCZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"technik mechanik obróbki skrawaniem";"Jabłonna";"300504";"gm. Rakoniewice";"nie należy do partii politycznej";"";912;"0,31";"0,09";"Nie"
7;7;10;"Leszek Ryszard GALEMBA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"rolnik";"Kiełczew Smużny Czwarty";"300907";"gm. Koło";"członek partii politycznej: Prawo i Sprawiedliwość";"";9704;"3,26";"0,94";"Nie"
7;8;1;"Krzysztof BORYSEWICZ";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"kreślarz techniczny";"Szczepidło";"301006";"gm. Krzymów";"członek partii politycznej: Normalny Kraj";"";1436;"26,30";"0,14";"Nie"
7;8;2;"Michał KLIMASZYK";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"mechanik precyzyjny";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";695;"12,73";"0,07";"Nie"
7;8;3;"Sławomir BŁASZCZYK";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"technik budowlany";"Kalisz";"306101";"m. Kalisz";"nie należy do partii politycznej";"";814;"14,91";"0,08";"Nie"
7;8;4;"Katarzyna Alicja MENDLIK";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"nauczyciel";"Piła";"301901";"m. Piła";"nie należy do partii politycznej";"";575;"10,53";"0,06";"Nie"
7;8;5;"Adam Jakub STROJNIAK";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"przedsiębiorca";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";213;"3,90";"0,02";"Nie"
7;8;6;"Agnieszka Maria MĄCZKA";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"przedsiębiorca";"Byczyna";"160401";"gm. Byczyna";"nie należy do partii politycznej";"";483;"8,85";"0,05";"Nie"
7;8;7;"Józef Witold JUSZKIEWICZ";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"inżynier budowy maszyn";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";162;"2,97";"0,02";"Nie"
7;8;8;"Magdalena Zofia KAMINIECKA";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"sprzedawca wykwalifikowany";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";211;"3,86";"0,02";"Nie"
7;8;9;"Klaudia Agnieszka SZYMCZAK";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"nauczyciel";"Kalisz";"306101";"m. Kalisz";"nie należy do partii politycznej";"";423;"7,75";"0,04";"Nie"
7;8;10;"Ireneusz Wojciech CZECH";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"przedsiębiorca rolnik";"Odolanów";"301703";"gm. Odolanów";"nie należy do partii politycznej";"";448;"8,21";"0,04";"Nie"
7;9;1;"Jakub FRĄCKOWIAK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polska Liberalna Strajk Przedsiębiorców";"";947;"38,86";"0,09";"Nie"
7;9;2;"Aldona Marta LEWANDOWSKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzająca przedsiębiorstwem";"Warszawa";"146507";"Praga-Południe";"członek partii politycznej: Polska Liberalna Strajk Przedsiębiorców";"";357;"14,65";"0,03";"Nie"
7;9;3;"Damian KWIATKOWSKI";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Dąbrówka";"302105";"gm. Dopiewo";"nie należy do partii politycznej";"";182;"7,47";"0,02";"Nie"
7;9;4;"Marzena MAREK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzający przedsiębiorstwem";"Pamięcin";"300701";"gm. Blizanów";"nie należy do partii politycznej";"";182;"7,47";"0,02";"Nie"
7;9;5;"Tomasz KORZAN";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";149;"6,11";"0,01";"Nie"
7;9;6;"Arleta Maria GRZECHOWIAK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzający przedsiębiorstwem";"Dominowo";"302501";"gm. Dominowo";"nie należy do partii politycznej";"";110;"4,51";"0,01";"Nie"
7;9;7;"Aleksander Tadeusz DOMINICZAK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";50;"2,05";"0,00";"Nie"
7;9;8;"Barbara Irena FRĄCKOWIAK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzający przedsiębiorstwem";"Konarzewo";"302105";"gm. Dopiewo";"nie należy do partii politycznej";"";106;"4,35";"0,01";"Nie"
7;9;9;"Mateusz Jan KOZŁOWSKI";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";112;"4,60";"0,01";"Nie"
7;9;10;"Natalia DERING";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzający przedsiębiorstwem";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";242;"9,93";"0,02";"Nie"
8;1;1;"Sławomir ĆWIK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"poseł";"Zamość";"066401";"m. Zamość";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";13456;"31,28";"2,17";"Nie"
8;1;2;"Wiesław Marian RÓŻYŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"poseł";"Gromada";"060203";"gm. Biłgoraj";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";5913;"13,75";"0,95";"Nie"
8;1;3;"Edyta Monika LIPNIOWIECKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiębiorca";"Świdnik";"061701";"m. Świdnik";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";4107;"9,55";"0,66";"Nie"
8;1;4;"Andrzej ROMAŃCZUK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Włodawa";"061901";"m. Włodawa";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";5174;"12,03";"0,84";"Nie"
8;1;5;"Tomasz OTKAŁA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"adwokat";"Chełm";"066201";"m. Chełm";"nie należy do partii politycznej";"";1382;"3,21";"0,22";"Nie"
8;1;6;"Hanna Barbara CZERSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"lekarz medycyny";"Stężyca";"061605";"gm. Stężyca";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3020;"7,02";"0,49";"Nie"
8;1;7;"Paweł Tomasz KUREK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Kraśnik";"060701";"m. Kraśnik";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1953;"4,54";"0,32";"Nie"
8;1;8;"Anna WIŚNIEWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Kosmów";"060404";"gm. Hrubieszów";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2325;"5,41";"0,38";"Nie"
8;1;9;"Beata Dorota BRZOZOWSKA-ZBURZYŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel akademicki";"Poniatowa";"061206";"gm. Poniatowa";"nie należy do partii politycznej";"";1354;"3,15";"0,22";"Nie"
8;1;10;"Sławomir Antoni SOSNOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Krasew";"061502";"gm. Borki";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";4329;"10,06";"0,70";"Nie"
8;2;1;"Mirosław Mariusz PIOTROWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"nauczyciel akademicki";"Lublin";"066301";"m. Lublin";"członek partii politycznej: Ruch Prawdziwa Europa - Europa Christi";"";58638;"62,69";"9,47";"Nie"
8;2;2;"Sebastian Czesław HUBER";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"rolnik";"Świdno";"061201";"gm. Chodel";"nie należy do partii politycznej";"";8920;"9,54";"1,44";"Nie"
8;2;3;"Agnieszka KOSIOROWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"fryzjer";"Lublin";"066301";"m. Lublin";"nie należy do partii politycznej";"";4213;"4,50";"0,68";"Nie"
8;2;4;"Lucyna Teresa KŁODA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"rolnik-hodowca";"Wola Sernicka-Kolonia";"060812";"gm. Serniki";"członek partii politycznej: Polska Jest Jedna";"";2963;"3,17";"0,48";"Nie"
8;2;5;"Rafał MEKLER";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Ludwinów";"060911";"gm. Niemce";"członek partii politycznej: Ruch Narodowy";"";9379;"10,03";"1,51";"Nie"
8;2;6;"Katarzyna Daria JAŁOWIEC";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Lublin";"066301";"m. Lublin";"nie należy do partii politycznej";"";987;"1,06";"0,16";"Nie"
8;2;7;"Rafał MAZOWIECKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"rolnik";"Urszulin";"061905";"gm. Urszulin";"członek partii politycznej: Nowa Nadzieja";"";1549;"1,66";"0,25";"Nie"
8;2;8;"Sylwia BARAŃSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"urzędnik";"Lublin";"066301";"m. Lublin";"nie należy do partii politycznej";"";1840;"1,97";"0,30";"Nie"
8;2;9;"Monika FERENC";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"urzędnik";"Lublin";"066301";"m. Lublin";"nie należy do partii politycznej";"";1628;"1,74";"0,26";"Nie"
8;2;10;"Rafał KANIA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"programista aplikacji";"Lublin";"066301";"m. Lublin";"członek partii politycznej: Nowa Nadzieja";"";3425;"3,66";"0,55";"Nie"
8;3;1;"Beata TYRKA-STEĆKO";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"psycholog";"Feliksówka";"062001";"gm. Adamów";"nie należy do partii politycznej";"";2122;"28,90";"0,34";"Nie"
8;3;2;"Anna TUCZYŃSKA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"psycholog";"Lublin";"066301";"m. Lublin";"nie należy do partii politycznej";"";824;"11,22";"0,13";"Nie"
8;3;3;"Wiesław MARZEC";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"rolnik upraw polowych";"Kraśnik";"060701";"m. Kraśnik";"nie należy do partii politycznej";"";586;"7,98";"0,09";"Nie"
8;3;4;"Małgorzata GUZ";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"pedagog";"Wojsławice";"060313";"gm. Wojsławice";"nie należy do partii politycznej";"";711;"9,68";"0,11";"Nie"
8;3;5;"Marcin WOŁOS";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"informatyk";"Ludwin-Kolonia";"061002";"gm. Ludwin";"nie należy do partii politycznej";"";423;"5,76";"0,07";"Nie"
8;3;6;"Anna ROLA";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"pozostali pracownicy obsługi biurowej";"Lublin";"066301";"m. Lublin";"nie należy do partii politycznej";"";539;"7,34";"0,09";"Nie"
8;3;7;"Jan KOKOT";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"prawnik";"Chodel";"061201";"gm. Chodel";"nie należy do partii politycznej";"";372;"5,07";"0,06";"Nie"
8;3;8;"Tomasz WOCH";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"kierowca samochodu ciężarowego";"Kąkolewnica";"061504";"gm. Kąkolewnica";"nie należy do partii politycznej";"";360;"4,90";"0,06";"Nie"
8;3;9;"Izabela Marta CZERNIC";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Kobieta";"architekt krajobrazu";"Skrzynice-Kolonia";"060906";"gm. Jabłonna";"nie należy do partii politycznej";"";291;"3,96";"0,05";"Nie"
8;3;10;"Rafał KOWALIK";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"Mężczyzna";"pedagog";"Szczebrzeszyn";"062013";"gm. Szczebrzeszyn";"nie należy do partii politycznej";"";1114;"15,17";"0,18";"Nie"
8;4;1;"Leszek SAMBORSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"pedagog";"Warszawa";"146514";"Wawer";"nie należy do partii politycznej";"";941;"50,48";"0,15";"Nie"
8;4;2;"Ewa Jolanta MIĄSIK";"KOMITET WYBORCZY POLEXIT";"Kobieta";"technik mechanik";"Rzeszów";"186301";"m. Rzeszów";"nie należy do partii politycznej";"";127;"6,81";"0,02";"Nie"
8;4;3;"Piotr Andrzej PACZUSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"specjalista ds. zarządzania";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"";92;"4,94";"0,01";"Nie"
8;4;4;"Witold BĄKOWSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"lekarz dentysta";"Nowy Targ";"121101";"m. Nowy Targ";"nie należy do partii politycznej";"";92;"4,94";"0,01";"Nie"
8;4;5;"Magdalena Sylwia GORCZYCA";"KOMITET WYBORCZY POLEXIT";"Kobieta";"technik technologii odzieży";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";148;"7,94";"0,02";"Nie"
8;4;6;"Ewa Józefa WEKLICZ";"KOMITET WYBORCZY POLEXIT";"Kobieta";"pracownik biurowy";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";59;"3,17";"0,01";"Nie"
8;4;7;"Rafał Józef RZEMIŃSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"student";"Stara Wieś";"121004";"gm. Grybów";"nie należy do partii politycznej";"";92;"4,94";"0,01";"Nie"
8;4;8;"Małgorzata Jadwiga WERKOWSKA";"KOMITET WYBORCZY POLEXIT";"Kobieta";"księgowy";"Olkusz";"121205";"gm. Olkusz";"nie należy do partii politycznej";"";51;"2,74";"0,01";"Nie"
8;4;9;"Helena Maria BIS";"KOMITET WYBORCZY POLEXIT";"Kobieta";"rolnik";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";76;"4,08";"0,01";"Nie"
8;4;10;"Tomasz KOZŁOWSKI";"KOMITET WYBORCZY POLEXIT";"Mężczyzna";"menedżer sportu";"Rzeszów";"186301";"m. Rzeszów";"nie należy do partii politycznej";"";186;"9,98";"0,03";"Nie"
8;5;1;"Marta Anna WCISŁO";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"przedsiębiorca";"Lublin";"066301";"m. Lublin";"członek partii politycznej: Platforma Obywatelska RP";"";103740;"64,43";"16,75";"Tak"
8;5;2;"Krzysztof GRABCZUK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"nauczyciel akademicki";"Chełm";"066201";"m. Chełm";"członek partii politycznej: Platforma Obywatelska RP";"";23355;"14,51";"3,77";"Nie"
8;5;3;"Małgorzata GROMADZKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"parlamentarzysta";"Korchów Drugi";"060208";"gm. Księżpol";"członek partii politycznej: Platforma Obywatelska RP";"";8410;"5,22";"1,36";"Nie"
8;5;4;"Michał Mateusz KRAWCZYK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"parlamentarzysta";"Lublin";"066301";"m. Lublin";"członek partii politycznej: Platforma Obywatelska RP";"";8510;"5,29";"1,37";"Nie"
8;5;5;"Krzysztof BOJARSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"lekarz";"Łęczna";"061003";"gm. Łęczna";"członek partii politycznej: Platforma Obywatelska RP";"";4648;"2,89";"0,75";"Nie"
8;5;6;"Bożena Grażyna LISOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"przedsiębiorca";"Lublin";"066301";"m. Lublin";"członek partii politycznej: Platforma Obywatelska RP";"";4169;"2,59";"0,67";"Nie"
8;5;7;"Maciej Paweł BUCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"ekonomista";"Biała Podlaska";"066101";"m. Biała Podlaska";"nie należy do partii politycznej";"";3135;"1,95";"0,51";"Nie"
8;5;8;"Jerzy WRZESIEŃ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"lekarz weterynarii";"Włodawa";"061901";"m. Włodawa";"członek partii politycznej: Platforma Obywatelska RP";"";805;"0,50";"0,13";"Nie"
8;5;9;"Michał ZIMOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Mężczyzna";"ekonomista";"Kraśnik";"060701";"m. Kraśnik";"członek partii politycznej: Platforma Obywatelska RP";"";1505;"0,93";"0,24";"Nie"
8;5;10;"Beata Małgorzata KRZEWIŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"Kobieta";"przedsiębiorca";"Jacków";"061702";"gm. Mełgiew";"członek partii politycznej: Platforma Obywatelska RP";"";2725;"1,69";"0,44";"Nie"
8;6;1;"Agata FISZ";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"pracownik samorządowy";"Chełm";"066201";"m. Chełm";"członek partii politycznej: Nowa Lewica";"";9983;"48,98";"1,61";"Nie"
8;6;2;"Jacek Andrzej CZERNIAK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"politolog";"Lublin";"066301";"m. Lublin";"członek partii politycznej: Nowa Lewica";"";2800;"13,74";"0,45";"Nie"
8;6;3;"Agnieszka Halina MARCINKOWSKA-KOZAK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"prawnik";"Turka";"060914";"gm. Wólka";"członek partii politycznej: Lewica Razem";"";2341;"11,49";"0,38";"Nie"
8;6;4;"Magdalena CIECHAŃSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"urzędnik państwowy";"Gościeradów-Folwark";"060704";"gm. Gościeradów";"członek partii politycznej: Nowa Lewica";"";1170;"5,74";"0,19";"Nie"
8;6;5;"Waldemar Adam KOWALCZYK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"urzędnik państwowy";"Puławy";"061401";"m. Puławy";"członek partii politycznej: Nowa Lewica";"";529;"2,60";"0,09";"Nie"
8;6;6;"Jarosław Wojciech LIPIEC";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"pracownik administracji państwowej";"Potok Górny";"060211";"gm. Potok Górny";"członek partii politycznej: Nowa Lewica";"";534;"2,62";"0,09";"Nie"
8;6;7;"Elżbieta SOKOŁOWSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"animator kultury";"Wisznice-Kolonia";"060118";"gm. Wisznice";"nie należy do partii politycznej";"";845;"4,15";"0,14";"Nie"
8;6;8;"Sylwia Anita ROMAŃSKA-WĘZIK";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"urzędnik administracji państwowej";"Lublin";"066301";"m. Lublin";"nie należy do partii politycznej";"";693;"3,40";"0,11";"Nie"
8;6;9;"Monika WAC";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Kobieta";"prawnik";"Lublin";"066301";"m. Lublin";"członek partii politycznej: Nowa Lewica";"";537;"2,63";"0,09";"Nie"
8;6;10;"Stanisław Jan MAZUR";"KOALICYJNY KOMITET WYBORCZY LEWICA";"Mężczyzna";"przedsiębiorca";"Janów Lubelski";"060505";"gm. Janów Lubelski";"członek partii politycznej: Nowa Lewica";"";949;"4,66";"0,15";"Nie"
8;7;1;"Mariusz KAMIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"historyk";"Warszawa";"146507";"Praga-Południe";"członek partii politycznej: Prawo i Sprawiedliwość";"";110466;"37,83";"17,84";"Tak"
8;7;2;"Jacek Emil SARYUSZ-WOLSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel akademicki";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Prawo i Sprawiedliwość";"";56483;"19,34";"9,12";"Nie"
8;7;3;"Dariusz Paweł STEFANIUK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Biała Podlaska";"066101";"m. Biała Podlaska";"członek partii politycznej: Prawo i Sprawiedliwość";"";47404;"16,23";"7,66";"Nie"
8;7;4;"Anna DĄBROWSKA-BANASZEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"lekarz medycyny";"Chełm";"066201";"m. Chełm";"nie należy do partii politycznej";"";9436;"3,23";"1,52";"Nie"
8;7;5;"Anna BALUCH";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"parlamentarzysta";"Kraśnik";"060701";"m. Kraśnik";"członek partii politycznej: Prawo i Sprawiedliwość";"";7192;"2,46";"1,16";"Nie"
8;7;6;"Tomasz Andrzej ZIELIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Tomaszów Lubelski";"061801";"m. Tomaszów Lubelski";"członek partii politycznej: Prawo i Sprawiedliwość";"";13225;"4,53";"2,14";"Nie"
8;7;7;"Kamila GRZYWACZEWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"specjalista ochrony środowiska";"Przymiarki";"061905";"gm. Urszulin";"członek partii politycznej: Prawo i Sprawiedliwość";"";3607;"1,24";"0,58";"Nie"
8;7;8;"Danuta Zofia SMAGA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"pracownik samorządowy";"Gołąb";"061409";"gm. Puławy";"członek partii politycznej: Prawo i Sprawiedliwość";"";2024;"0,69";"0,33";"Nie"
8;7;9;"Zbigniew Włodzimierz KRYSIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel akademicki nauki ekonomiczne";"Nowa Iwiczna";"141803";"gm. Lesznowola";"nie należy do partii politycznej";"";1939;"0,66";"0,31";"Nie"
8;7;10;"Jan Jakub KANTHAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Marysin";"060602";"gm. Fajsławice";"członek partii politycznej: Suwerenna Polska";"";40243;"13,78";"6,50";"Nie"
